system,group,ligand_key,smiles
p38,jacs_set,2gg,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCS(=O)(=O)CC3)nc21
p38,jacs_set,2h,Cn1c(=O)c(Sc2ccccc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2i,Cn1c(=O)c(Cc2ccccc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2j,Cn1c(=O)c(Cc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2k,O=c1[nH]c2nc(NC3CCOCC3)ncc2cc1Oc1ccc(F)cc1F
p38,jacs_set,2l,CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2m,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CC1
p38,jacs_set,2n,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1CCCO
p38,jacs_set,2o,CS(=O)(=O)CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2p,CS(=O)(=O)CCCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2q,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CCS(=O)(=O)CC1
p38,jacs_set,2r,CC(C)(O)Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2s,O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C[C@H](O)CO
p38,jacs_set,2t,N#CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,2u,CS(=O)(=O)N1CCC(n2c(=O)c(Oc3ccc(F)cc3F)cc3cnc(NC4CCOCC4)nc32)CC1
p38,jacs_set,2v,CNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
p38,jacs_set,2x,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(N[C@H]3CCOC3)nc21
p38,jacs_set,2y,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NCC(C)(C)O)nc21
p38,jacs_set,2z,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(C)(C)CO)nc21
p38,jacs_set,3fln,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,3flq,C[C@@H](CS(C)(=O)=O)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
p38,jacs_set,3flw,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21
p38,jacs_set,3fly,CC(C)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
p38,jacs_set,3flz,Cn1c(=O)c(Oc2ccccc2)cc2cnc(NC3CCOCC3)nc21
p38,jacs_set,3fmh,C[C@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
p38,jacs_set,3fmk,C[C@@H](Cn1ncnn1)Nc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1
pfkfb3,merck,19,Cn1ccc2ccc(-c3cc(Nc4ccccc4)cc4nccnc34)cc21
pfkfb3,merck,20,COc1cccc(-c2cc(Nc3cnccc3S(C)(=O)=O)cc3nccnc23)c1
pfkfb3,merck,23,Cn1ccc2ccc(-c3cc(Nc4cccnc4)cc4nccnc34)cc21
pfkfb3,merck,24,Cn1ccc2ccc(-c3cc(Nc4ccccc4C#N)cc4nccnc34)cc21
pfkfb3,merck,26,Cn1ccc2ccc(-c3cc(Nc4ccccc4C(N)=O)cc4nccnc34)cc21
pfkfb3,merck,29,Cn1ccc2ccc(-c3cc(Nc4ccccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,30 flip b,COc1ncccc1Nc1cc(-c2ccc3ccn(C)c3c2)c2nccnc2c1
pfkfb3,merck,31,COc1ccncc1Nc1cc(-c2ccc3ccn(C)c3c2)c2nccnc2c1
pfkfb3,merck,33,Cn1ccc2ccc(-c3cc(Nc4cnccc4C#N)cc4nccnc34)cc21
pfkfb3,merck,34,Cn1ccc2ccc(-c3cc(Nc4cnccc4C(N)=O)cc4nccnc34)cc21
pfkfb3,merck,35,Cn1ccc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,36,CN(c1cc(-c2ccc3ccn(C)c3c2)c2nccnc2c1)c1cnccc1S(C)(=O)=O
pfkfb3,merck,37,Cn1ccc2ccc(-c3cc(Nc4cnccc4C(=O)NC4CCOCC4)cc4nccnc34)cc21
pfkfb3,merck,38,CN(C)c1cccc(-c2cc(Nc3cnccc3S(C)(=O)=O)cc3nccnc23)c1
pfkfb3,merck,39,CS(=O)(=O)c1ccncc1Nc1cc(-c2cccc(N)c2)c2nccnc2c1
pfkfb3,merck,41,CS(=O)(=O)c1ccncc1Nc1cc(-c2cccc(OC(F)(F)F)c2)c2nccnc2c1
pfkfb3,merck,42,CSc1cccc(-c2cc(Nc3cnccc3S(C)(=O)=O)cc3nccnc23)c1
pfkfb3,merck,43,CS(=O)(=O)c1ccncc1Nc1cc(-c2cccc(Br)c2)c2nccnc2c1
pfkfb3,merck,44,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc(Br)cc2)c2nccnc2c1
pfkfb3,merck,46,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc(C(F)(F)F)cc2)c2nccnc2c1
pfkfb3,merck,47,CCc1ccc(-c2cc(Nc3cnccc3S(C)(=O)=O)cc3nccnc23)cc1
pfkfb3,merck,48,COc1ccc(-c2cc(Nc3cnccc3S(C)(=O)=O)cc3nccnc23)cc1
pfkfb3,merck,49,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc(N)cc2)c2nccnc2c1
pfkfb3,merck,52,CCn1ccc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,53,CCCn1ccc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,54,CC(C)n1ccc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,55,Cn1ccc2c(F)cc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,56,Cc1cc(-c2cc(Nc3cnccc3S(C)(=O)=O)cc3nccnc23)cc2c1ccn2C
pfkfb3,merck,57,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3ccn(C(F)F)c3c2)c2nccnc2c1
pfkfb3,merck,58,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3c(c2)CCO3)c2nccnc2c1
pfkfb3,merck,59,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3c(c2)OCCO3)c2nccnc2c1
pfkfb3,merck,60 adjust,CC1(C)COc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc21
pfkfb3,merck,62 flip,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3nonc3c2)c2nccnc2c1
pfkfb3,merck,63,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3nsnc3c2)c2nccnc2c1
pfkfb3,merck,64,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3ncsc3c2)c2nccnc2c1
pfkfb3,merck,65,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3scnc3c2)c2nccnc2c1
pfkfb3,merck,67,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3sc(N)nc3c2)c2nccnc2c1
pfkfb3,merck,68,CS(=O)(=O)c1ccncc1Nc1cc(-c2ccc3sc(N)cc3c2)c2nccnc2c1
pfkfb3,merck,69,Cc1csc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc12
pfkfb3,merck,70,Cc1coc2ccc(-c3cc(Nc4cnccc4S(C)(=O)=O)cc4nccnc34)cc12
ptp1b,charge_annihilation_set,26charg,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCNCC3)c2)c1Br
ptp1b,charge_annihilation_set,27,CC(=O)N1CCC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC1
ptp1b,charge_annihilation_set,32,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br
ptp1b,jacs_set,20667,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br
ptp1b,jacs_set,20669,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NCc3ccccc3)c2)c1Br
ptp1b,jacs_set,20670,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCCCC3)c2)c1Br
ptp1b,jacs_set,23330,CC1(C)CC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC(C)(C)C1
ptp1b,jacs_set,23466,Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1
ptp1b,jacs_set,23467,COc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1
ptp1b,jacs_set,23468,CCC(=O)Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1
ptp1b,jacs_set,23469,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC(=O)c3ccccc3)c2)c1Br
ptp1b,jacs_set,23470,CC(C)NC(=O)Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1
ptp1b,jacs_set,23471,COC(=O)Nc1cccc(-c2sc(C(=O)O)c(OCC(=O)O)c2Br)c1
ptp1b,jacs_set,23472,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)c1Br
ptp1b,jacs_set,23473,O=C(O)COc1c(C(=O)O)sc(-c2cccc(OCc3ccccc3)c2)c1Br
ptp1b,jacs_set,23474,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NCC3CCCCC3)c2)c1Br
ptp1b,jacs_set,23475,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCCC3)c2)c1Br
ptp1b,jacs_set,23476,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCCCCC3)c2)c1Br
ptp1b,jacs_set,23477,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCOCC3)c2)c1Br
ptp1b,jacs_set,23479,CC(=O)N1CCC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC1
ptp1b,jacs_set,23480,COC(=O)N1CCC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC1
ptp1b,jacs_set,23482,CS(=O)(=O)N1CCC(Nc2cccc(-c3sc(C(=O)O)c(OCC(=O)O)c3Br)c2)CC1
ptp1b,jacs_set,23483,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)c4ccccc4)CC3)c2)c1Br
ptp1b,jacs_set,23484,O=C(O)COc1cc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)sc1C(=O)O
ptp1b,jacs_set,23485,Cc1c(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)sc(C(=O)O)c1OCC(=O)O
ptp1b,jacs_set,23486,O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Cl
shp2,merck,10,CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)cn2)CC1
shp2,merck,11,CNc1nc(N2CCC(C)(N)CC2)cnc1-c1cccc(Cl)c1Cl
shp2,merck,3,C[C@@H]1CN(c2ncc(-c3cccc(Cl)c3)c(N)n2)C[C@H](C)N1
shp2,merck,4,C[C@@H]1CN(c2ncc(-c3ccc(Cl)c(Cl)c3)c(N)n2)C[C@H](C)N1
shp2,merck,6,Nc1nc(N2CCC(N)CC2)ncc1-c1cccc(Cl)c1Cl
shp2,merck,7,CN(C)C1CCN(c2ncc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,Example 1,CC1(N)CCN(c2ncc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,Example 14,NC[C@@H]1CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)C1
shp2,merck,Example 2,Cc1cccc(-c2cnc(N3CCC(C)(N)CC3)nc2N)c1Cl
shp2,merck,Example 22,CC1(N)CCN(c2nc(N)c(-c3cccc(Cl)c3Cl)nc2Br)CC1
shp2,merck,Example 23,CC1(N)CCN(c2nc(N)c(-c3cccc(Cl)c3Cl)nc2Cl)CC1
shp2,merck,Example 24,Cc1nc(-c2cccc(Cl)c2Cl)c(N)nc1N1CCC(C)(N)CC1
shp2,merck,Example 25,CC1(N)CCN(c2nc(N)c(-c3cccc(Cl)c3Cl)nc2C#N)CC1
shp2,merck,Example 26,CC1(N)CCN(c2nc(N)c(-c3cccc(Cl)c3Cl)nc2C(N)=O)CC1
shp2,merck,Example 27,C[C@@H]1CN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)C[C@H](C)N1
shp2,merck,Example 28,CC1(N)CCN(c2cnc(-c3cccc4cc[nH]c34)c(N)n2)CC1
shp2,merck,Example 29,CC1(N)CCN(c2cnc(C3=CCCCC3)c(N)n2)CC1
shp2,merck,Example 3,CC1(N)CCN(c2ncc(-c3ccc(Cl)s3)c(N)n2)CC1
shp2,merck,Example 30,CC1(N)CCN(c2nnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,Example 4,Cc1ccc(-c2cnc(N3CCC(C)(N)CC3)nc2N)s1
shp2,merck,Example 5,COc1cc(Cl)c(Cl)c(-c2cnc(N3CCC(C)(N)CC3)nc2N)c1
shp2,merck,Example 6,CC1(N)CCN(c2ncc(-c3cc(O)cc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,Example 8,CC1(CN)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,Example 9,NCC1CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,SHP099 1 Example 7,CC1(N)CCN(c2cnc(-c3cccc(Cl)c3Cl)c(N)n2)CC1
shp2,merck,SHP836 2,C[C@@H]1CN(c2ncc(-c3cccc(Cl)c3Cl)c(N)n2)C[C@H](C)N1
syk,merck,CHEMBL3259820,COc1ccc(Nc2nc(-c3ccc(C(N)=O)cc3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3264995,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(C(=O)O)cc4)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3264996,COC(=O)c1ccc(NC(=O)c2cccc(-c3cn4ccnc4c(Nc4ccc(OC)c(OC)c4)n3)c2)cc1
syk,merck,CHEMBL3264997,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4cccc(C(=O)O)c4)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265001,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(-c5nnn[nH]5)cc4)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265002,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(-c5ncc[nH]5)cc4)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265003 tautomer 2,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(-c5ccn[nH]5)cc4)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265005,COc1ccc(Nc2nc(-c3cccc(C(N)=O)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265006,CNC(=O)c1cccc(-c2cn3ccnc3c(Nc3ccc(OC)c(OC)c3)n2)c1
syk,merck,CHEMBL3265008,COc1ccc(Nc2nc(-c3ccc(F)c(C(N)=O)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265009,COc1ccc(Nc2nc(-c3ccc(C)c(C(N)=O)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265010,COc1ccc(Nc2nc(-c3ccc(OC)c(C(N)=O)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265011 flip,COc1ccc(Nc2nc(-c3cc(C(N)=O)ccc3C)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265012,COc1ccc(Nc2nc(-c3ccc(C(N)=O)c(F)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265013,COc1ccc(Nc2nc(-c3ccc(C(N)=O)c(C)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265014,COc1ccc(Nc2nc(-c3ccc(C(N)=O)c(OC)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265015 flip,COc1ccc(Nc2nc(-c3ccc(C(N)=O)cc3C)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265016,COc1ccc(Nc2nc(-c3ccc4cc[nH]c4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265017,COc1ccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265018,COc1ccc(Nc2nc(-c3ccc4nc[nH]c4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265019,COc1ccc(Nc2nc(-c3ccc4nn[nH]c4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265020,COc1ccc(Nc2nc(-c3ccc4[nH]ccc4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265021,COc1ccc(Nc2nc(-c3ccc4[nH]ncc4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265022,COc1ccc(Nc2nc(-c3ccc4cnn(C)c4c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265023,COc1ccc(Nc2nc(-c3ccc4c(cnn4C)c3)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265024,COc1ccc(Nc2nc(-c3ccc4c(c3)NC(=O)CO4)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265025 flip,COc1ccc(Nc2nc(-c3ccc4c(c3)OCC(=O)N4)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265026,COc1ccc(Nc2nc(-c3ccc4c(c3)NCCO4)cn3ccnc23)cc1OC
syk,merck,CHEMBL3265027,c1ccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)cc1
syk,merck,CHEMBL3265028,COc1cccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)c1
syk,merck,CHEMBL3265029,COc1ccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)cc1
syk,merck,CHEMBL3265030 n,CC1(O)CN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)C1
syk,merck,CHEMBL3265031,CC1(O)CCN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)CC1
syk,merck,CHEMBL3265032,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1
syk,merck,CHEMBL3265033,O=S1(=O)CCN(c2ccc(Nc3nc(-c4ccc5cn[nH]c5c4)cn4ccnc34)cc2)CC1
syk,merck,CHEMBL3265034,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(C4CCOCC4)cc3)c2n1
syk,merck,CHEMBL3265035,CN(CCO)c1ccc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)cc1
syk,merck,CHEMBL3265036,c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCCOCC4)cc3)c2n1
syk,merck,CHEMBL3265037,COc1cc(Nc2nc(-c3ccc4cn[nH]c4c3)cn3ccnc23)ccc1N1CCOCC1
syk,merck,docked CHEMBL3264994,CC(C)(C)c1ccc(Nc2nc(-c3cccc(NC(=O)c4ccc(C(=O)O)cc4)c3)cn3ccnc23)cc1
syk,merck,docked CHEMBL3264998,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(CC(=O)O)cc4)c3)cn3ccnc23)cc1OC
syk,merck,docked CHEMBL3264999 adjust,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(C(N)=O)cc4)c3)cn3ccnc23)cc1OC
syk,merck,docked CHEMBL3265004,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(-c5cn[nH]c5)cc4)c3)cn3ccnc23)cc1OC
syk,merck,intermediate,COc1ccc(Nc2nc(-c3ccccc3)cn3ccnc23)cc1OC
syk,merck,intermediate 1,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccccc4)c3)cn3ccnc23)cc1OC
syk,merck,redocked CHEMBL3265000 ground state,COc1ccc(Nc2nc(-c3cccc(C(=O)Nc4ccc(/C(O)=N/S(C)(=O)=O)cc4)c3)cn3ccnc23)cc1OC
thrombin,charge_annihilation_set,1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1
thrombin,charge_annihilation_set,10,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cnccc1Cl
thrombin,charge_annihilation_set,11,C[n+]1ccc(Cl)c(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,charge_annihilation_set,2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccnc1
thrombin,charge_annihilation_set,3,C[n+]1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,charge_annihilation_set,jmb2009 4,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)cc1
thrombin,jacs_set,1a,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1
thrombin,jacs_set,1b,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1
thrombin,jacs_set,1c,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Br)c1
thrombin,jacs_set,1d,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(I)c1
thrombin,jacs_set,3a,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,jacs_set,3b,CCc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,jacs_set,5,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1
thrombin,jacs_set,6a,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl
thrombin,jacs_set,6b,Cc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1
thrombin,jacs_set,6e,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1F
thrombin,jacs_set,7a,Cc1ccc(C)c(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,water_set,1a pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1
thrombin,water_set,1b pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1
thrombin,water_set,1c pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Br)c1
thrombin,water_set,1d pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(I)c1
thrombin,water_set,2a pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1
thrombin,water_set,2b pose 1,COc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,water_set,2c pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(O)c1
thrombin,water_set,2d pose 2,Nc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,water_set,3a xtal pose,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,water_set,3b pose 1,CCc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,water_set,5,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1
thrombin,water_set,6a pose 1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1Cl
thrombin,water_set,6b pose 2,Cc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1
thrombin,water_set,6c pose 1,COc1ccc(Cl)cc1CNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1
thrombin,water_set,6d pose 2,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1O
thrombin,water_set,6e pose 1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cc(Cl)ccc1F
thrombin,water_set,7a pose 2,Cc1ccc(C)c(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
thrombin,water_set,7b,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(Cl)cc1
thrombin,water_set,7c pose 1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1Cl
thrombin,water_set,7e pose 1,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(CO)c1
thrombin,water_set,7f,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccc(CO)cc1
tnks2,merck,1a,O=c1[nH]c(-c2ccccc2)nc2ccccc12
tnks2,merck,1b,COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1
tnks2,merck,3a,CC(C)(C)c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1
tnks2,merck,3b,CC(C)(C)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1
tnks2,merck,5a,CC(C)(O)c1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1
tnks2,merck,5b,CC(C)(O)c1ccc(-c2nc3cccc(F)c3c(=O)[nH]2)cc1
tnks2,merck,5c,CC(C)(O)c1ccc(-c2nc3cccc(Cl)c3c(=O)[nH]2)cc1
tnks2,merck,5d,CC(C)(O)c1ccc(-c2nc3ccc(F)cc3c(=O)[nH]2)cc1
tnks2,merck,5e,CC(C)(O)c1ccc(-c2nc3ccc(Cl)cc3c(=O)[nH]2)cc1
tnks2,merck,5f,CC(C)(O)c1ccc(-c2nc3c(F)cccc3c(=O)[nH]2)cc1
tnks2,merck,5g,CC(C)(O)c1ccc(-c2nc3c(Cl)cccc3c(=O)[nH]2)cc1
tnks2,merck,5h,COc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12
tnks2,merck,5i,Cc1cccc2c(=O)[nH]c(-c3ccc(C(C)(C)O)cc3)nc12
tnks2,merck,5j,CC(C)(O)c1ccc(-c2nc3ccc(F)c(F)c3c(=O)[nH]2)cc1
tnks2,merck,5k,CC(C)(O)c1ccc(-c2nc3c(F)cc(F)cc3c(=O)[nH]2)cc1
